date,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,label
2020-10-23 06:09:08,5653374.5,7.5,217.5,377,62.5625,16385,59.900765,37248,217,375.75,60.25,11810,5584,0.902344,8.203125,39.55078,217.5,377.5,60.96875,12080,5375,0.910156,7.714844,41.11328,218,377.75,66.46875,13358,5426,0.925781,7.910156,34.472656,0
2020-10-23 06:10:08,5653994,7.5,217.416672,376.583344,62.71875,16529,59.891422,37290,216.75,375.25,60.65625,11874,5608,0.902344,8.105469,39.941406,217.5,377,61.46875,12119,5476,0.910156,7.617188,41.308594,218,377.5,66.03125,13297,5445,0.921875,7.8125,35.058594,0
2020-10-23 06:11:08,5654603,8.125,217.166672,376.25,62.479168,16347,59.863403,37274,217,375.25,60.65625,11866,5557,0.902344,8.203125,39.453125,217,376.5,61.1875,12087,5394,0.910156,7.617188,41.11328,217.5,376.75,66,12900,5243,0.925781,7.910156,34.765625,0
2020-10-23 06:12:08,5655222.5,7.5,217,376.083344,62.6875,16407,59.863415,37271,216.5,375,60.40625,11844,5562,0.902344,8.203125,39.453125,217,376.5,60.96875,12100,5391,0.910156,7.617188,41.015625,217.5,376.75,66.6875,13327,5454,0.921875,7.910156,34.66797,0
2020-10-23 06:13:08,5655842,6.875,217.166672,376.416656,62.666668,16510,59.91011,37232,216.5,375.25,60.5625,11815,5595,0.902344,8.105469,39.648438,217.5,376.75,61.1875,12135,5423,0.910156,7.617188,40.91797,217.5,377.25,66.25,13282,5492,0.921875,8.007813,35.058594,0
2020-10-23 06:14:08,5656461.5,6.875,216.833328,375.583344,62.84375,16742,59.891422,37272,216.5,374.5,60.75,11838,5698,0.898438,8.203125,39.746094,216.75,376,61.21875,12108,5493,0.910156,7.714844,41.308594,217.25,376.25,66.5625,13326,5551,0.921875,7.8125,34.960938,0
2020-10-23 06:15:08,5657081,7.5,216.916672,375.833344,62.84375,16717,59.910122,37251,216.5,374.75,61.09375,11871,5724,0.898438,7.910156,40.33203,216.75,376.25,60.875,12039,5473,0.910156,7.519531,41.69922,217.5,376.5,66.5625,13341,5520,0.921875,7.617188,35.44922,0
2020-10-23 06:16:08,5657700.5,8.125,217.25,376.583344,63,16635,59.882076,36892,216.75,375.25,60.71875,11814,5704,0.898438,8.105469,40.429688,217.25,377,61.65625,11748,5335,0.910156,7.421875,41.796875,217.75,377.5,66.625,13330,5596,0.921875,7.617188,35.351563,0
2020-10-23 06:17:08,5658320,8.125,214,371.083344,63.927082,16952,59.928837,37293,213.5,370,60.84375,11711,5687,0.898438,7.910156,41.210938,214.25,371.5,63.03125,12293,5552,0.910156,7.421875,41.992188,214.25,371.75,67.90625,13289,5713,0.917969,7.714844,36.523438,0
2020-10-23 06:18:08,5658939.5,8.125,215,372.416656,63.416668,16721,59.84474,37287,214.5,371.25,60.53125,11734,5628,0.898438,7.910156,41.40625,215.25,372.75,62.59375,12264,5475,0.910156,7.421875,42.1875,215.25,373.25,67.125,13289,5618,0.917969,7.714844,36.621094,0
2020-10-23 06:19:08,5659559,7.5,215.333328,373.166656,63.229168,16663,59.900784,37232,215,372,60.375,11730,5592,0.902344,7.910156,41.11328,215.25,373.5,62.78125,12265,5461,0.910156,7.519531,41.503906,215.75,374,66.53125,13237,5610,0.917969,7.714844,36.42578,0
2020-10-23 06:20:08,5660178.5,8.125,214.75,372.083344,63.65625,16769,59.835423,37280,214.25,370.75,61,11771,5629,0.898438,7.910156,41.210938,214.75,372.5,62.65625,12277,5490,0.910156,7.519531,41.601563,215.25,373,67.3125,13232,5650,0.917969,7.714844,36.621094,0
2020-10-23 06:21:08,5660798,7.5,216.083328,374.333344,63.229168,16713,59.882103,37283,215.75,373.25,60.71875,11767,5614,0.902344,8.007813,41.015625,216,374.75,61.875,12268,5466,0.910156,7.421875,41.40625,216.5,375,67.09375,13248,5633,0.917969,7.8125,36.42578,0
2020-10-23 06:22:08,5661417.5,6.875,216.416672,375.166656,63.260418,16988,59.900784,37333,216,374.25,61,11803,5722,0.898438,8.007813,41.015625,216.5,375.5,62.1875,12252,5573,0.910156,7.519531,41.89453,216.75,375.75,66.59375,13278,5693,0.917969,7.714844,36.523438,0
2020-10-23 06:23:08,5662037,7.5,218.166672,378.166656,62.770832,16701,59.872757,37295,217.5,376.75,60.71875,11831,5659,0.898438,8.007813,40.722656,218.25,378.5,61.40625,12155,5477,0.910156,7.519531,41.796875,218.75,379.25,66.1875,13309,5565,0.921875,7.617188,35.839844,0
